k,direction,coef,t_stat,p_value,r_squared,n_obs,n_days,k_used,dof,reliability_tier,etf,bar_freq
-5,y_leads_x,-3.883794773732633e-07,-0.7404225811422928,0.4590436212443425,0.16444322967189706,55350,17,10,55313,high,VAW,5s
-4,y_leads_x,1.2553275571215528e-06,1.377992467182861,0.16820561388878796,0.16444322967189706,55350,17,10,55313,high,VAW,5s
-3,y_leads_x,4.0500225566665724e-07,0.3619953782513216,0.7173554841912284,0.16444322967189706,55350,17,10,55313,high,VAW,5s
-2,y_leads_x,3.6567176424652603e-06,2.1091461526706925,0.03493196815655287,0.16444322967189706,55350,17,10,55313,high,VAW,5s
-1,y_leads_x,1.6216074780527492e-05,10.300235374229235,7.028910606170429e-25,0.16444322967189706,55350,17,10,55313,high,VAW,5s
1,x_leads_y,1.621903644830812e-05,10.31954487641406,5.749504412176164e-25,0.16444322967189706,55350,17,10,55313,high,VAW,5s
2,x_leads_y,3.5831284179080173e-06,2.073058708439208,0.038166816190360775,0.16444322967189706,55350,17,10,55313,high,VAW,5s
3,x_leads_y,3.7320054974477724e-07,0.3399619756547439,0.7338851632711261,0.16444322967189706,55350,17,10,55313,high,VAW,5s
4,x_leads_y,1.1809618418750648e-06,1.3307167958632977,0.18328221436674008,0.16444322967189706,55350,17,10,55313,high,VAW,5s
5,x_leads_y,-3.878378139120442e-07,-0.844521304564855,0.398378163449441,0.16444322967189706,55350,17,10,55313,high,VAW,5s
6,x_leads_y,7.699473023281222e-07,1.284944352646287,0.19881173051697698,0.16444322967189706,55350,17,10,55313,high,VAW,5s
7,x_leads_y,-5.675037654438431e-07,-0.8995170611752594,0.3683773123404869,0.16444322967189706,55350,17,10,55313,high,VAW,5s
8,x_leads_y,7.248244981952913e-07,1.3251142771718636,0.18513325145931325,0.16444322967189706,55350,17,10,55313,high,VAW,5s
9,x_leads_y,4.0722995847483765e-07,1.1327919748817161,0.2573016223394996,0.16444322967189706,55350,17,10,55313,high,VAW,5s
10,x_leads_y,9.609814577033807e-08,0.5244659531526493,0.599954494462323,0.16444322967189706,55350,17,10,55313,high,VAW,5s
-10,y_leads_x,-6.892170005607586e-07,-1.774486910404505,0.07598264534400839,0.05753423626557164,127300,34,10,127246,high,VIS,5s
-9,y_leads_x,1.278295278050466e-06,3.149975577459621,0.001632841116685172,0.05753423626557164,127300,34,10,127246,high,VIS,5s
-8,y_leads_x,2.3814727846487362e-07,0.7503874350132973,0.45302139628810345,0.05753423626557164,127300,34,10,127246,high,VIS,5s
-7,y_leads_x,1.4220715139732642e-06,3.851305593352856,0.00011748977826701768,0.05753423626557164,127300,34,10,127246,high,VIS,5s
-6,y_leads_x,9.182303990436921e-07,2.699853811704294,0.006936995044856118,0.05753423626557164,127300,34,10,127246,high,VIS,5s
-5,y_leads_x,9.087725198054403e-07,2.199988647083426,0.027807700517242444,0.05753423626557164,127300,34,10,127246,high,VIS,5s
-4,y_leads_x,4.6582964971665105e-07,1.1351360070178718,0.25631833694611816,0.05753423626557164,127300,34,10,127246,high,VIS,5s
-3,y_leads_x,2.5577648346550006e-07,0.5588567574607662,0.5762594833070652,0.05753423626557164,127300,34,10,127246,high,VIS,5s
-2,y_leads_x,2.236263119721097e-06,5.101579747612056,3.36830035122481e-07,0.05753423626557164,127300,34,10,127246,high,VIS,5s
-1,y_leads_x,1.0643274933256836e-05,8.999795612955317,2.261382784181156e-19,0.05753423626557164,127300,34,10,127246,high,VIS,5s
1,x_leads_y,1.0589941467949874e-05,9.06683609554629,1.2252302457375927e-19,0.05753423626557164,127300,34,10,127246,high,VIS,5s
2,x_leads_y,1.9979859942363006e-06,4.135738417063676,3.5381505100614084e-05,0.05753423626557164,127300,34,10,127246,high,VIS,5s
3,x_leads_y,2.4186808213307254e-07,0.5250394287214057,0.5995557816937004,0.05753423626557164,127300,34,10,127246,high,VIS,5s
4,x_leads_y,6.823292054281151e-07,1.4325391898957414,0.1519895707432488,0.05753423626557164,127300,34,10,127246,high,VIS,5s
5,x_leads_y,8.437593743758016e-07,2.1419569649484207,0.03219694521326785,0.05753423626557164,127300,34,10,127246,high,VIS,5s
6,x_leads_y,8.341930364686484e-07,2.463167912409807,0.013771540426562756,0.05753423626557164,127300,34,10,127246,high,VIS,5s
7,x_leads_y,1.1454807491605121e-06,3.0097280993049513,0.0026148165555776445,0.05753423626557164,127300,34,10,127246,high,VIS,5s
8,x_leads_y,1.6093810284385767e-07,0.4117379931131369,0.68053147431389,0.05753423626557164,127300,34,10,127246,high,VIS,5s
9,x_leads_y,1.3689358142234988e-06,3.2626912883044876,0.0011035966564962223,0.05753423626557164,127300,34,10,127246,high,VIS,5s
10,x_leads_y,-2.7551935351221353e-07,-1.424882798348607,0.15419108282359897,0.05753423626557164,127300,34,10,127246,high,VIS,5s
-10,y_leads_x,-6.443528781671941e-08,-0.09104012589304232,0.9274607075727063,0.09510590747810654,51234,11,10,51203,high,VGT,5s
-9,y_leads_x,1.2181185738509075e-06,0.6941679495126264,0.4875768897162306,0.09510590747810654,51234,11,10,51203,high,VGT,5s
-8,y_leads_x,-1.3924722161296177e-06,-1.0964352253177978,0.27288835564868885,0.09510590747810654,51234,11,10,51203,high,VGT,5s
-7,y_leads_x,-4.342554250035822e-07,-1.136759799173165,0.25563871316002607,0.09510590747810654,51234,11,10,51203,high,VGT,5s
-6,y_leads_x,2.725854978040416e-06,4.2514893473265305,2.1235361258261203e-05,0.09510590747810654,51234,11,10,51203,high,VGT,5s
-5,y_leads_x,2.8262618514762495e-06,4.417096143055814,1.0003574178057716e-05,0.09510590747810654,51234,11,10,51203,high,VGT,5s
-4,y_leads_x,-3.2027700664713507e-06,-2.464178058915791,0.013732787075639347,0.09510590747810654,51234,11,10,51203,high,VGT,5s
-3,y_leads_x,2.7914554763682337e-06,1.6736312596348442,0.09420309105127612,0.09510590747810654,51234,11,10,51203,high,VGT,5s
-2,y_leads_x,-7.258362834718261e-06,-7.499494546895935,6.40643874569686e-14,0.09510590747810654,51234,11,10,51203,high,VGT,5s
-1,y_leads_x,3.562261246056801e-05,32.34881605105371,1.4415432269288182e-229,0.09510590747810654,51234,11,10,51203,high,VGT,5s
1,x_leads_y,3.562267035769264e-05,32.724384713179376,7.028518375584366e-235,0.09510590747810654,51234,11,10,51203,high,VGT,5s
2,x_leads_y,-7.263393789674335e-06,-7.484961801486615,7.156794905520357e-14,0.09510590747810654,51234,11,10,51203,high,VGT,5s
3,x_leads_y,2.785480051668073e-06,1.6566373603168705,0.09759281422487077,0.09510590747810654,51234,11,10,51203,high,VGT,5s
4,x_leads_y,-3.194868667137357e-06,-2.4169458441591116,0.015651345557834657,0.09510590747810654,51234,11,10,51203,high,VGT,5s
5,x_leads_y,2.9340959250642283e-06,4.7568061397998695,1.966798788127438e-06,0.09510590747810654,51234,11,10,51203,high,VGT,5s
6,x_leads_y,2.6179836155595196e-06,4.007049412743057,6.148200403526877e-05,0.09510590747810654,51234,11,10,51203,high,VGT,5s
7,x_leads_y,-3.216624719543708e-07,-0.7418327648704147,0.45818866629674815,0.09510590747810654,51234,11,10,51203,high,VGT,5s
8,x_leads_y,-1.3313174745453708e-06,-1.023934907941584,0.3058660208043933,0.09510590747810654,51234,11,10,51203,high,VGT,5s
9,x_leads_y,1.0451266472408281e-06,0.5967154941986099,0.5506973461507703,0.09510590747810654,51234,11,10,51203,high,VGT,5s
10,x_leads_y,1.1611412377826028e-07,0.17007564690294782,0.8649506454312345,0.09510590747810654,51234,11,10,51203,high,VGT,5s
