k,direction,coef,t_stat,p_value,r_squared,n_obs,n_days,k_used,dof,reliability_tier,p_joint_x_leads_y,p_joint_y_leads_x,etf,bar_freq
-9,y_leads_x,-4.397457625682544e-08,-0.09670407633277261,0.9229614025606844,0.04198222335005908,171157,37,10,171100,high,2.0999965368025948e-221,2.0936139381446407e-216,VNQ,5s
-8,y_leads_x,1.3118426380483238e-07,0.24076933752009655,0.8097338957104147,0.04198222335005908,171157,37,10,171100,high,2.0999965368025948e-221,2.0936139381446407e-216,VNQ,5s
-7,y_leads_x,-5.001903961155343e-07,-0.9539878951397586,0.34008976973731875,0.04198222335005908,171157,37,10,171100,high,2.0999965368025948e-221,2.0936139381446407e-216,VNQ,5s
-6,y_leads_x,8.154343603638435e-07,1.885858230379105,0.05931406152343554,0.04198222335005908,171157,37,10,171100,high,2.0999965368025948e-221,2.0936139381446407e-216,VNQ,5s
-5,y_leads_x,8.401988087393858e-07,1.3594018130257761,0.17401929692035645,0.04198222335005908,171157,37,10,171100,high,2.0999965368025948e-221,2.0936139381446407e-216,VNQ,5s
-4,y_leads_x,-1.0446856117266659e-06,-2.693820728891565,0.007063814686746151,0.04198222335005908,171157,37,10,171100,high,2.0999965368025948e-221,2.0936139381446407e-216,VNQ,5s
-3,y_leads_x,-5.004017512758085e-07,-0.8185859187344466,0.41302270360468596,0.04198222335005908,171157,37,10,171100,high,2.0999965368025948e-221,2.0936139381446407e-216,VNQ,5s
-2,y_leads_x,-6.072732558031952e-07,-1.4596793326864188,0.1443782245485791,0.04198222335005908,171157,37,10,171100,high,2.0999965368025948e-221,2.0936139381446407e-216,VNQ,5s
-1,y_leads_x,1.5424731614205318e-05,17.65292996741636,9.66113886399178e-70,0.04198222335005908,171157,37,10,171100,high,2.0999965368025948e-221,2.0936139381446407e-216,VNQ,5s
1,x_leads_y,1.5453683526766437e-05,17.776916016414592,1.0668956271782903e-70,0.04198222335005908,171157,37,10,171100,high,2.0999965368025948e-221,2.0936139381446407e-216,VNQ,5s
2,x_leads_y,-6.398863259624535e-07,-1.557994219015682,0.11923461852626839,0.04198222335005908,171157,37,10,171100,high,2.0999965368025948e-221,2.0936139381446407e-216,VNQ,5s
3,x_leads_y,-6.944102504062245e-07,-1.0211309302721359,0.30719241069312275,0.04198222335005908,171157,37,10,171100,high,2.0999965368025948e-221,2.0936139381446407e-216,VNQ,5s
4,x_leads_y,-1.0583402736858358e-06,-2.8495405025184035,0.004378243085021821,0.04198222335005908,171157,37,10,171100,high,2.0999965368025948e-221,2.0936139381446407e-216,VNQ,5s
5,x_leads_y,6.410520273268555e-07,0.9980599115808624,0.318250307827195,0.04198222335005908,171157,37,10,171100,high,2.0999965368025948e-221,2.0936139381446407e-216,VNQ,5s
6,x_leads_y,8.281339250357302e-07,1.7737249328584488,0.0761086602090933,0.04198222335005908,171157,37,10,171100,high,2.0999965368025948e-221,2.0936139381446407e-216,VNQ,5s
7,x_leads_y,-7.271538129045914e-07,-1.5094240408452289,0.1311904532326491,0.04198222335005908,171157,37,10,171100,high,2.0999965368025948e-221,2.0936139381446407e-216,VNQ,5s
8,x_leads_y,9.708004264574601e-08,0.16161513688726908,0.8716089365124745,0.04198222335005908,171157,37,10,171100,high,2.0999965368025948e-221,2.0936139381446407e-216,VNQ,5s
9,x_leads_y,1.1482457259724816e-08,0.025934956072318965,0.9793092185030816,0.04198222335005908,171157,37,10,171100,high,2.0999965368025948e-221,2.0936139381446407e-216,VNQ,5s
10,x_leads_y,-1.9361965337613562e-07,-0.3468220398498201,0.7287250182611564,0.04198222335005908,171157,37,10,171100,high,2.0999965368025948e-221,2.0936139381446407e-216,VNQ,5s
-10,y_leads_x,4.292923210127276e-08,0.06350554253090943,0.9493639458534332,0.14474179761963735,45445,11,10,45414,high,0.0,0.0,VPU,5s
-9,y_leads_x,-5.560033300606252e-07,-0.8382191068859235,0.40190765796129224,0.14474179761963735,45445,11,10,45414,high,0.0,0.0,VPU,5s
-8,y_leads_x,5.230839202443046e-07,0.7552592563255265,0.4500934402629365,0.14474179761963735,45445,11,10,45414,high,0.0,0.0,VPU,5s
-7,y_leads_x,2.823669140952995e-07,0.3534251654519072,0.7237697222901773,0.14474179761963735,45445,11,10,45414,high,0.0,0.0,VPU,5s
-6,y_leads_x,1.1292206943949461e-07,0.1561717997688956,0.8758976044921317,0.14474179761963735,45445,11,10,45414,high,0.0,0.0,VPU,5s
-5,y_leads_x,1.6689045497211756e-06,2.7503622642750902,0.005952941205351041,0.14474179761963735,45445,11,10,45414,high,0.0,0.0,VPU,5s
-4,y_leads_x,-7.256412779770565e-07,-0.9838996913833751,0.3251648354623813,0.14474179761963735,45445,11,10,45414,high,0.0,0.0,VPU,5s
-3,y_leads_x,1.5523048960758032e-06,2.481808177188534,0.013071762247189244,0.14474179761963735,45445,11,10,45414,high,0.0,0.0,VPU,5s
-2,y_leads_x,-4.214293853291866e-06,-4.629325929258968,3.6685796174692562e-06,0.14474179761963735,45445,11,10,45414,high,0.0,0.0,VPU,5s
-1,y_leads_x,2.469639437471435e-05,13.711999973408906,8.605271397385487e-43,0.14474179761963735,45445,11,10,45414,high,0.0,0.0,VPU,5s
1,x_leads_y,2.4565440645637745e-05,13.516655467691741,1.2471822114969425e-41,0.14474179761963735,45445,11,10,45414,high,0.0,0.0,VPU,5s
2,x_leads_y,-4.270746917838661e-06,-4.72554908533597,2.294943889632296e-06,0.14474179761963735,45445,11,10,45414,high,0.0,0.0,VPU,5s
3,x_leads_y,1.7031640484078475e-06,2.4599618576252174,0.013895178235247769,0.14474179761963735,45445,11,10,45414,high,0.0,0.0,VPU,5s
4,x_leads_y,-8.813649302344611e-07,-1.1322786608082487,0.2575172985837817,0.14474179761963735,45445,11,10,45414,high,0.0,0.0,VPU,5s
5,x_leads_y,1.7526401933172985e-06,2.979870349320278,0.0028837040722691936,0.14474179761963735,45445,11,10,45414,high,0.0,0.0,VPU,5s
6,x_leads_y,5.3984713161845185e-09,0.00839157957407061,0.9933045667977066,0.14474179761963735,45445,11,10,45414,high,0.0,0.0,VPU,5s
7,x_leads_y,3.740074667508119e-07,0.45394403547714185,0.6498691078518147,0.14474179761963735,45445,11,10,45414,high,0.0,0.0,VPU,5s
8,x_leads_y,7.959156583423318e-07,1.4040880586952516,0.16029262904393415,0.14474179761963735,45445,11,10,45414,high,0.0,0.0,VPU,5s
9,x_leads_y,-6.826340375033994e-07,-1.3258155224491768,0.1849008101442836,0.14474179761963735,45445,11,10,45414,high,0.0,0.0,VPU,5s
10,x_leads_y,1.0909583530074088e-07,0.14980727232800947,0.8809166716226617,0.14474179761963735,45445,11,10,45414,high,0.0,0.0,VPU,5s
-10,y_leads_x,-6.340062249876855e-07,-2.6023815497919243,0.00925787896339315,0.10176901142741723,45318,11,10,45287,high,0.0,0.0,VHT,5s
-9,y_leads_x,1.1668702501690663e-07,0.27005843933486967,0.7871152950984881,0.10176901142741723,45318,11,10,45287,high,0.0,0.0,VHT,5s
-8,y_leads_x,-2.2526137767623848e-07,-0.4679927982057093,0.6397897398707082,0.10176901142741723,45318,11,10,45287,high,0.0,0.0,VHT,5s
-7,y_leads_x,1.4850442123656374e-07,0.3733511272093164,0.7088871287917777,0.10176901142741723,45318,11,10,45287,high,0.0,0.0,VHT,5s
-6,y_leads_x,8.601715040800107e-07,1.626260746772865,0.10389419833685132,0.10176901142741723,45318,11,10,45287,high,0.0,0.0,VHT,5s
-5,y_leads_x,1.618536420800137e-07,0.4019213855624329,0.6877418834694526,0.10176901142741723,45318,11,10,45287,high,0.0,0.0,VHT,5s
-4,y_leads_x,2.105856150843859e-08,0.03806509396604524,0.9696357821085566,0.10176901142741723,45318,11,10,45287,high,0.0,0.0,VHT,5s
-3,y_leads_x,5.705262535114874e-08,0.08746514273304266,0.9303017912853789,0.10176901142741723,45318,11,10,45287,high,0.0,0.0,VHT,5s
-2,y_leads_x,-1.6745225739585794e-06,-3.5596089853991613,0.0003714073775522051,0.10176901142741723,45318,11,10,45287,high,0.0,0.0,VHT,5s
-1,y_leads_x,1.6745187998348368e-05,21.5515998228726,5.114881305239738e-103,0.10176901142741723,45318,11,10,45287,high,0.0,0.0,VHT,5s
1,x_leads_y,1.66853195772454e-05,21.429479511789037,7.0969042969710735e-102,0.10176901142741723,45318,11,10,45287,high,0.0,0.0,VHT,5s
2,x_leads_y,-1.6670137668438867e-06,-3.435576659260069,0.0005912941491087979,0.10176901142741723,45318,11,10,45287,high,0.0,0.0,VHT,5s
3,x_leads_y,1.2551086897285275e-07,0.17922850334397103,0.8577582836480365,0.10176901142741723,45318,11,10,45287,high,0.0,0.0,VHT,5s
4,x_leads_y,4.9020023756001505e-08,0.0927339478057714,0.926114926755975,0.10176901142741723,45318,11,10,45287,high,0.0,0.0,VHT,5s
5,x_leads_y,2.525621586107701e-07,0.6858881368910212,0.4927836515768109,0.10176901142741723,45318,11,10,45287,high,0.0,0.0,VHT,5s
6,x_leads_y,7.905619676021737e-07,1.500423114698291,0.13350483571733573,0.10176901142741723,45318,11,10,45287,high,0.0,0.0,VHT,5s
7,x_leads_y,2.953688748101423e-07,0.7559539053891282,0.44967683266784764,0.10176901142741723,45318,11,10,45287,high,0.0,0.0,VHT,5s
8,x_leads_y,-1.5777584477606084e-07,-0.29488151566757587,0.7680843927858798,0.10176901142741723,45318,11,10,45287,high,0.0,0.0,VHT,5s
9,x_leads_y,8.211615337480843e-08,0.18438567137483708,0.8537109096919869,0.10176901142741723,45318,11,10,45287,high,0.0,0.0,VHT,5s
10,x_leads_y,-5.32065366148411e-07,-2.1500377930787513,0.03155222546795911,0.10176901142741723,45318,11,10,45287,high,0.0,0.0,VHT,5s
-10,y_leads_x,-1.6270709712102036e-06,-1.8007410734655351,0.07174370051255798,0.03906597557923641,87052,19,10,87013,high,0.0,0.0,VNQ,5s
-9,y_leads_x,4.0127961584942077e-07,0.849734190654787,0.395472884900801,0.03906597557923641,87052,19,10,87013,high,0.0,0.0,VNQ,5s
-8,y_leads_x,-2.4191930918033854e-06,-1.8186001774026417,0.06897245075254835,0.03906597557923641,87052,19,10,87013,high,0.0,0.0,VNQ,5s
-7,y_leads_x,-1.2757436511384475e-06,-1.4859656523446318,0.13728820640936912,0.03906597557923641,87052,19,10,87013,high,0.0,0.0,VNQ,5s
-6,y_leads_x,-5.125998673477202e-08,-0.08027252220212854,0.9360205117797781,0.03906597557923641,87052,19,10,87013,high,0.0,0.0,VNQ,5s
-5,y_leads_x,8.078946409750941e-07,0.5619985348805911,0.5741170173350476,0.03906597557923641,87052,19,10,87013,high,0.0,0.0,VNQ,5s
-4,y_leads_x,-1.0966786358690231e-06,-3.2612782646582033,0.0011091113949426947,0.03906597557923641,87052,19,10,87013,high,0.0,0.0,VNQ,5s
-3,y_leads_x,-2.501740487005826e-06,-2.663572868396456,0.0077315664610703,0.03906597557923641,87052,19,10,87013,high,0.0,0.0,VNQ,5s
-2,y_leads_x,-2.5284302270042532e-06,-4.400060074322241,1.0822091407327256e-05,0.03906597557923641,87052,19,10,87013,high,0.0,0.0,VNQ,5s
-1,y_leads_x,1.4811678826852454e-05,9.688809547470946,3.36427014786833e-22,0.03906597557923641,87052,19,10,87013,high,0.0,0.0,VNQ,5s
1,x_leads_y,1.4759177824578353e-05,9.821126237587672,9.131756092829924e-23,0.03906597557923641,87052,19,10,87013,high,0.0,0.0,VNQ,5s
2,x_leads_y,-2.5259776942222253e-06,-4.1924751175463495,2.7592735473774557e-05,0.03906597557923641,87052,19,10,87013,high,0.0,0.0,VNQ,5s
3,x_leads_y,-2.7072277547660958e-06,-2.7542196083212787,0.005883227691889015,0.03906597557923641,87052,19,10,87013,high,0.0,0.0,VNQ,5s
4,x_leads_y,-8.835828224033793e-07,-2.433920277152542,0.014936284418404772,0.03906597557923641,87052,19,10,87013,high,0.0,0.0,VNQ,5s
5,x_leads_y,6.453787797723259e-07,0.4424699087781247,0.6581492005782557,0.03906597557923641,87052,19,10,87013,high,0.0,0.0,VNQ,5s
6,x_leads_y,6.318473801087759e-08,0.10804191739429482,0.9139624415290842,0.03906597557923641,87052,19,10,87013,high,0.0,0.0,VNQ,5s
7,x_leads_y,-1.3204531816718998e-06,-1.7725928931873651,0.07629619020292172,0.03906597557923641,87052,19,10,87013,high,0.0,0.0,VNQ,5s
8,x_leads_y,-2.550785924429248e-06,-1.9970308783044703,0.04582182874489603,0.03906597557923641,87052,19,10,87013,high,0.0,0.0,VNQ,5s
9,x_leads_y,4.228883799218547e-07,0.8979579291847062,0.3692079790263375,0.03906597557923641,87052,19,10,87013,high,0.0,0.0,VNQ,5s
10,x_leads_y,-1.5484918310816432e-06,-1.8237446029510216,0.06819069234252098,0.03906597557923641,87052,19,10,87013,high,0.0,0.0,VNQ,5s
-10,y_leads_x,-1.6195637070087285e-06,-2.0802049641781974,0.03750673712122689,0.04808582137633999,69605,15,10,69570,high,0.0,0.0,VNQ,5s
-9,y_leads_x,-1.741442939277686e-08,-0.027224966742025236,0.9782803025036432,0.04808582137633999,69605,15,10,69570,high,0.0,0.0,VNQ,5s
-8,y_leads_x,-1.592664363502201e-06,-2.0321933746438474,0.04213408336586639,0.04808582137633999,69605,15,10,69570,high,0.0,0.0,VNQ,5s
-7,y_leads_x,-2.1827410545506717e-06,-2.970347325150441,0.0029746322336994006,0.04808582137633999,69605,15,10,69570,high,0.0,0.0,VNQ,5s
-6,y_leads_x,7.535766877950243e-07,1.3117527188708422,0.1896035826391962,0.04808582137633999,69605,15,10,69570,high,0.0,0.0,VNQ,5s
-5,y_leads_x,-9.67696646505501e-07,-1.245865082956104,0.21281393094160794,0.04808582137633999,69605,15,10,69570,high,0.0,0.0,VNQ,5s
-4,y_leads_x,-1.3609392510224374e-06,-3.3275862106929273,0.0008760187919133595,0.04808582137633999,69605,15,10,69570,high,0.0,0.0,VNQ,5s
-3,y_leads_x,-1.8986670767842228e-06,-2.504906607352796,0.012248373034447814,0.04808582137633999,69605,15,10,69570,high,0.0,0.0,VNQ,5s
-2,y_leads_x,-2.1907744858660674e-06,-4.238204949049772,2.2531404148989684e-05,0.04808582137633999,69605,15,10,69570,high,0.0,0.0,VNQ,5s
-1,y_leads_x,1.719460174189947e-05,20.295604934519414,1.4061349626449238e-91,0.04808582137633999,69605,15,10,69570,high,0.0,0.0,VNQ,5s
1,x_leads_y,1.7094474858828538e-05,20.031511763951816,2.926381643895149e-89,0.04808582137633999,69605,15,10,69570,high,0.0,0.0,VNQ,5s
2,x_leads_y,-2.150955288660406e-06,-4.15120848696221,3.307243196050841e-05,0.04808582137633999,69605,15,10,69570,high,0.0,0.0,VNQ,5s
3,x_leads_y,-2.147442373379961e-06,-2.346539081448655,0.018948678905184157,0.04808582137633999,69605,15,10,69570,high,0.0,0.0,VNQ,5s
4,x_leads_y,-1.033609621628454e-06,-2.2623758254414446,0.02367419322386224,0.04808582137633999,69605,15,10,69570,high,0.0,0.0,VNQ,5s
5,x_leads_y,-1.2873211550482704e-06,-1.5843398849108299,0.11311639400504979,0.04808582137633999,69605,15,10,69570,high,0.0,0.0,VNQ,5s
6,x_leads_y,8.838504292069905e-07,1.726845194073825,0.08419546943038643,0.04808582137633999,69605,15,10,69570,high,0.0,0.0,VNQ,5s
7,x_leads_y,-2.3737411673344893e-06,-4.015330817256102,5.936246939055725e-05,0.04808582137633999,69605,15,10,69570,high,0.0,0.0,VNQ,5s
8,x_leads_y,-2.166537580795178e-06,-2.5504828229379655,0.010757382490476306,0.04808582137633999,69605,15,10,69570,high,0.0,0.0,VNQ,5s
9,x_leads_y,2.4245749125415776e-07,0.38093309733288944,0.7032528926458599,0.04808582137633999,69605,15,10,69570,high,0.0,0.0,VNQ,5s
10,x_leads_y,-1.6338047246255628e-06,-1.9656022489033467,0.0493445741321863,0.04808582137633999,69605,15,10,69570,high,0.0,0.0,VNQ,5s
-10,y_leads_x,1.0075668157948463e-06,2.613086834648259,0.008972850129759437,0.1814142286350121,68069,16,10,68033,high,0.0,0.0,VCR,5s
-9,y_leads_x,-7.78594230977685e-07,-1.4048603093660974,0.16006282108357228,0.1814142286350121,68069,16,10,68033,high,0.0,0.0,VCR,5s
-8,y_leads_x,4.905200755130982e-07,0.7824817439775649,0.4339315101459027,0.1814142286350121,68069,16,10,68033,high,0.0,0.0,VCR,5s
-7,y_leads_x,2.7071751645508954e-07,0.415290395300776,0.67792933150134,0.1814142286350121,68069,16,10,68033,high,0.0,0.0,VCR,5s
-6,y_leads_x,6.525665722040426e-07,1.0727476012652672,0.2833843765395563,0.1814142286350121,68069,16,10,68033,high,0.0,0.0,VCR,5s
-5,y_leads_x,1.5886273070207974e-06,2.8087928372533413,0.004972763420719621,0.1814142286350121,68069,16,10,68033,high,0.0,0.0,VCR,5s
-4,y_leads_x,1.258398649047997e-07,0.23654377380452118,0.8130107442377768,0.1814142286350121,68069,16,10,68033,high,0.0,0.0,VCR,5s
-3,y_leads_x,4.520015407392565e-07,0.993597645411284,0.32041879096689774,0.1814142286350121,68069,16,10,68033,high,0.0,0.0,VCR,5s
-2,y_leads_x,-2.1621039041486477e-06,-3.257340614340712,0.0011246139571098577,0.1814142286350121,68069,16,10,68033,high,0.0,0.0,VCR,5s
-1,y_leads_x,2.7534384623353933e-05,31.244403271290334,2.659634312980887e-214,0.1814142286350121,68069,16,10,68033,high,0.0,0.0,VCR,5s
1,x_leads_y,2.7455894541891265e-05,31.42957537678455,7.982969989038925e-217,0.1814142286350121,68069,16,10,68033,high,0.0,0.0,VCR,5s
2,x_leads_y,-2.1186656708991584e-06,-3.059926716024755,0.0022139115637253713,0.1814142286350121,68069,16,10,68033,high,0.0,0.0,VCR,5s
3,x_leads_y,3.9140252662725556e-07,0.8525035405199918,0.3939346747749257,0.1814142286350121,68069,16,10,68033,high,0.0,0.0,VCR,5s
4,x_leads_y,1.6488033654002946e-07,0.3217042345762874,0.7476767695340565,0.1814142286350121,68069,16,10,68033,high,0.0,0.0,VCR,5s
5,x_leads_y,1.5897691036130006e-06,2.706878586128339,0.006791909200346506,0.1814142286350121,68069,16,10,68033,high,0.0,0.0,VCR,5s
6,x_leads_y,5.866784762843509e-07,0.9526277398460852,0.34077871712081165,0.1814142286350121,68069,16,10,68033,high,0.0,0.0,VCR,5s
7,x_leads_y,3.781350138623472e-07,0.5715140745853103,0.5676512224766459,0.1814142286350121,68069,16,10,68033,high,0.0,0.0,VCR,5s
8,x_leads_y,2.5027857931739613e-07,0.43204162271535373,0.6657111620314143,0.1814142286350121,68069,16,10,68033,high,0.0,0.0,VCR,5s
9,x_leads_y,-6.008762814388591e-07,-1.0944056966937166,0.27377708658302347,0.1814142286350121,68069,16,10,68033,high,0.0,0.0,VCR,5s
10,x_leads_y,9.637498042005272e-07,2.6880620178658052,0.0071868047397442136,0.1814142286350121,68069,16,10,68033,high,0.0,0.0,VCR,5s
-10,y_leads_x,5.620782070637674e-07,1.1878248981253556,0.23490240294171427,0.0662458340773604,121122,28,10,121074,high,0.0,0.0,VDE,5s
-9,y_leads_x,-5.62323287283793e-07,-1.2137166016695586,0.22485596254441675,0.0662458340773604,121122,28,10,121074,high,0.0,0.0,VDE,5s
-8,y_leads_x,3.234237356481026e-07,0.7376572896039469,0.4607227323640136,0.0662458340773604,121122,28,10,121074,high,0.0,0.0,VDE,5s
-7,y_leads_x,-1.2458976581272055e-06,-3.133839997684571,0.0017253490724185342,0.0662458340773604,121122,28,10,121074,high,0.0,0.0,VDE,5s
-6,y_leads_x,2.7042748299903845e-09,0.005076108946506814,0.9959498684358468,0.0662458340773604,121122,28,10,121074,high,0.0,0.0,VDE,5s
-5,y_leads_x,1.2435725319672784e-06,2.4290933163799537,0.01513663586828781,0.0662458340773604,121122,28,10,121074,high,0.0,0.0,VDE,5s
-4,y_leads_x,-5.360812061516541e-07,-0.9009262703693203,0.36762752240696395,0.0662458340773604,121122,28,10,121074,high,0.0,0.0,VDE,5s
-3,y_leads_x,-1.5970201835686202e-06,-3.3702518852537624,0.0007509950230422485,0.0662458340773604,121122,28,10,121074,high,0.0,0.0,VDE,5s
-2,y_leads_x,-3.4232080585346386e-06,-6.078602750731061,1.2123428686257845e-09,0.0662458340773604,121122,28,10,121074,high,0.0,0.0,VDE,5s
-1,y_leads_x,2.044450798014456e-05,37.85957006058023,0.0,0.0662458340773604,121122,28,10,121074,high,0.0,0.0,VDE,5s
1,x_leads_y,2.0419342261852173e-05,38.06383667869316,0.0,0.0662458340773604,121122,28,10,121074,high,0.0,0.0,VDE,5s
2,x_leads_y,-3.4992350972443894e-06,-6.144115107460875,8.041051676321823e-10,0.0662458340773604,121122,28,10,121074,high,0.0,0.0,VDE,5s
3,x_leads_y,-1.5156093580624157e-06,-3.2221090108976878,0.0012725071048416794,0.0662458340773604,121122,28,10,121074,high,0.0,0.0,VDE,5s
4,x_leads_y,-6.374198613494376e-07,-1.1073312108178055,0.2681507550147182,0.0662458340773604,121122,28,10,121074,high,0.0,0.0,VDE,5s
5,x_leads_y,1.3756014815183386e-06,2.648410902597583,0.008087116327372076,0.0662458340773604,121122,28,10,121074,high,0.0,0.0,VDE,5s
6,x_leads_y,-1.8028666077224627e-08,-0.03420642367221867,0.9727125441904777,0.0662458340773604,121122,28,10,121074,high,0.0,0.0,VDE,5s
7,x_leads_y,-1.0159649126194567e-06,-2.232056399070594,0.025611235624479232,0.0662458340773604,121122,28,10,121074,high,0.0,0.0,VDE,5s
8,x_leads_y,3.5541197421015755e-07,0.7731709355981808,0.43942122453237753,0.0662458340773604,121122,28,10,121074,high,0.0,0.0,VDE,5s
9,x_leads_y,-4.3081404053700896e-07,-1.0044397425171023,0.31516670198101304,0.0662458340773604,121122,28,10,121074,high,0.0,0.0,VDE,5s
10,x_leads_y,5.215536388349524e-07,1.2665330222894975,0.2053223145541453,0.0662458340773604,121122,28,10,121074,high,0.0,0.0,VDE,5s
-10,y_leads_x,-5.491209751142709e-07,-1.2948406515409627,0.19537520526084118,0.16488726071450333,55334,17,10,55297,high,0.0,0.0,VAW,5s
-9,y_leads_x,7.064796913243425e-07,1.713336878029628,0.08665058160463845,0.16488726071450333,55334,17,10,55297,high,0.0,0.0,VAW,5s
-8,y_leads_x,6.016158722571013e-07,1.147536397726326,0.25115999910470965,0.16488726071450333,55334,17,10,55297,high,0.0,0.0,VAW,5s
-7,y_leads_x,-2.6170245950234723e-07,-0.4495663303108525,0.6530231703113422,0.16488726071450333,55334,17,10,55297,high,0.0,0.0,VAW,5s
-6,y_leads_x,5.598694304166145e-07,0.8398455775680366,0.4009949748824432,0.16488726071450333,55334,17,10,55297,high,0.0,0.0,VAW,5s
-5,y_leads_x,-3.958349380963321e-07,-0.7561718355745203,0.4495461766730331,0.16488726071450333,55334,17,10,55297,high,0.0,0.0,VAW,5s
-4,y_leads_x,1.2362030625238645e-06,1.35455209783668,0.1755603041108439,0.16488726071450333,55334,17,10,55297,high,0.0,0.0,VAW,5s
-3,y_leads_x,3.777008193000978e-07,0.3370814369428821,0.7360555105645801,0.16488726071450333,55334,17,10,55297,high,0.0,0.0,VAW,5s
-2,y_leads_x,3.6269898098896658e-06,2.0906835286490852,0.03655644247791728,0.16488726071450333,55334,17,10,55297,high,0.0,0.0,VAW,5s
-1,y_leads_x,1.6274686666762524e-05,10.164082606910108,2.868092278221134e-24,0.16488726071450333,55334,17,10,55297,high,0.0,0.0,VAW,5s
1,x_leads_y,1.619402657769795e-05,10.325217627012984,5.419576475420228e-25,0.16488726071450333,55334,17,10,55297,high,0.0,0.0,VAW,5s
2,x_leads_y,3.574658462946731e-06,2.065651540835494,0.03886139403301087,0.16488726071450333,55334,17,10,55297,high,0.0,0.0,VAW,5s
3,x_leads_y,4.0275535340046343e-07,0.3668336948592948,0.7137430722528206,0.16488726071450333,55334,17,10,55297,high,0.0,0.0,VAW,5s
4,x_leads_y,1.191571878846075e-06,1.3433069880936745,0.179172590260685,0.16488726071450333,55334,17,10,55297,high,0.0,0.0,VAW,5s
5,x_leads_y,-3.5639077162237865e-07,-0.7737199631286729,0.4390964119658437,0.16488726071450333,55334,17,10,55297,high,0.0,0.0,VAW,5s
6,x_leads_y,7.279619717573429e-07,1.2235940514832928,0.22110540473027107,0.16488726071450333,55334,17,10,55297,high,0.0,0.0,VAW,5s
7,x_leads_y,-6.598889042311071e-07,-1.076720584104246,0.281605113560668,0.16488726071450333,55334,17,10,55297,high,0.0,0.0,VAW,5s
8,x_leads_y,8.2815846750469e-07,1.5381694104955923,0.12400719821034513,0.16488726071450333,55334,17,10,55297,high,0.0,0.0,VAW,5s
9,x_leads_y,5.168817957677189e-07,1.36306676318996,0.17286147050371525,0.16488726071450333,55334,17,10,55297,high,0.0,0.0,VAW,5s
10,x_leads_y,-4.5718817606850044e-07,-1.1875006666417458,0.2350301937891538,0.16488726071450333,55334,17,10,55297,high,0.0,0.0,VAW,5s
-10,y_leads_x,-6.92185058592224e-07,-1.8116713006851952,0.07003700064360283,0.05765553668828571,127267,34,10,127213,high,4.687112963069364e-50,1.5360018402260899e-50,VIS,5s
-9,y_leads_x,1.258311646230131e-06,3.144793909059855,0.0016620386905227282,0.05765553668828571,127267,34,10,127213,high,4.687112963069364e-50,1.5360018402260899e-50,VIS,5s
-8,y_leads_x,2.272832452016504e-07,0.6956637623279821,0.48663942454822784,0.05765553668828571,127267,34,10,127213,high,4.687112963069364e-50,1.5360018402260899e-50,VIS,5s
-7,y_leads_x,1.4065367020650614e-06,3.787741237533025,0.00015202305474439876,0.05765553668828571,127267,34,10,127213,high,4.687112963069364e-50,1.5360018402260899e-50,VIS,5s
-6,y_leads_x,9.596939571692138e-07,2.8110152273147633,0.004938544859208899,0.05765553668828571,127267,34,10,127213,high,4.687112963069364e-50,1.5360018402260899e-50,VIS,5s
-5,y_leads_x,9.058394937333573e-07,2.205383196829705,0.027427216147180602,0.05765553668828571,127267,34,10,127213,high,4.687112963069364e-50,1.5360018402260899e-50,VIS,5s
-4,y_leads_x,4.495746170708913e-07,1.0931966193573543,0.2743074810401501,0.05765553668828571,127267,34,10,127213,high,4.687112963069364e-50,1.5360018402260899e-50,VIS,5s
-3,y_leads_x,2.5122407741303356e-07,0.5391730409971132,0.5897674604227559,0.05765553668828571,127267,34,10,127213,high,4.687112963069364e-50,1.5360018402260899e-50,VIS,5s
-2,y_leads_x,2.2367219583977353e-06,5.081325564645156,3.748101006497298e-07,0.05765553668828571,127267,34,10,127213,high,4.687112963069364e-50,1.5360018402260899e-50,VIS,5s
-1,y_leads_x,1.0642105214421147e-05,9.04754910725685,1.4621313610898452e-19,0.05765553668828571,127267,34,10,127213,high,4.687112963069364e-50,1.5360018402260899e-50,VIS,5s
1,x_leads_y,1.0569543653598402e-05,8.969722063365857,2.972635794065796e-19,0.05765553668828571,127267,34,10,127213,high,4.687112963069364e-50,1.5360018402260899e-50,VIS,5s
2,x_leads_y,2.074482560853589e-06,4.36260776949879,1.2852124053354845e-05,0.05765553668828571,127267,34,10,127213,high,4.687112963069364e-50,1.5360018402260899e-50,VIS,5s
3,x_leads_y,2.511731379925738e-07,0.5555424461536151,0.5785236855475955,0.05765553668828571,127267,34,10,127213,high,4.687112963069364e-50,1.5360018402260899e-50,VIS,5s
4,x_leads_y,6.873912398290287e-07,1.4616289530064663,0.14384291590239662,0.05765553668828571,127267,34,10,127213,high,4.687112963069364e-50,1.5360018402260899e-50,VIS,5s
5,x_leads_y,8.784775793126094e-07,2.242338388696705,0.024939510468081894,0.05765553668828571,127267,34,10,127213,high,4.687112963069364e-50,1.5360018402260899e-50,VIS,5s
6,x_leads_y,8.828721466119141e-07,2.57770973751043,0.009945750338264734,0.05765553668828571,127267,34,10,127213,high,4.687112963069364e-50,1.5360018402260899e-50,VIS,5s
