direction,cause_col,effect_col,k,coef,t_stat,p_value,p_granger,r_squared,n_obs,n_days,k_used,n_ylags,dof,cov_type,reliability_tier,x_ticker,y_ticker,bar_freq
y_to_x,chg_y,chg_x,9,0.02022523288216003,1102.9898349261434,0.0,0.2430664295514032,0.4532437481464635,33,4,10,1,18,cluster_by_day,medium,KXECKH287,KXECDJT281,600s
y_to_x,chg_y,chg_x,10,0.028923706748823927,20.610689211073506,2.2007590543556164e-94,0.2430664295514032,0.4532437481464635,33,4,10,1,18,cluster_by_day,medium,KXECKH287,KXECDJT281,600s
x_to_y,chg_x,chg_y,1,-0.00046470004344323097,-0.03687754037079957,0.9705826477514912,0.860819364193284,0.7298146982419802,28,6,6,6,10,cluster_by_day,medium,RATECUT-24SEP18,FEDDECISION-24SEP-C25,600s
x_to_y,chg_x,chg_y,2,-0.002736686398487318,-0.34898041440080524,0.7271040133693161,0.860819364193284,0.7298146982419802,28,6,6,6,10,cluster_by_day,medium,RATECUT-24SEP18,FEDDECISION-24SEP-C25,600s
x_to_y,chg_x,chg_y,3,0.002247608371293409,0.18315155474703268,0.8546791050145813,0.860819364193284,0.7298146982419802,28,6,6,6,10,cluster_by_day,medium,RATECUT-24SEP18,FEDDECISION-24SEP-C25,600s
x_to_y,chg_x,chg_y,4,0.005459833475599826,0.7845401648188293,0.43272322396246365,0.860819364193284,0.7298146982419802,28,6,6,6,10,cluster_by_day,medium,RATECUT-24SEP18,FEDDECISION-24SEP-C25,600s
x_to_y,chg_x,chg_y,5,0.001348554631402093,0.21565059864425365,0.8292601116284974,0.860819364193284,0.7298146982419802,28,6,6,6,10,cluster_by_day,medium,RATECUT-24SEP18,FEDDECISION-24SEP-C25,600s
x_to_y,chg_x,chg_y,6,0.007296570164255115,1.1556998219089165,0.2478039610463656,0.860819364193284,0.7298146982419802,28,6,6,6,10,cluster_by_day,medium,RATECUT-24SEP18,FEDDECISION-24SEP-C25,600s
y_to_x,chg_y,chg_x,1,0.001111022176330277,0.9566366174995508,0.338750699843815,6.652686851593387e-46,0.7311948627079237,27,5,7,4,11,cluster_by_day,medium,RATECUT-24SEP18,FEDDECISION-24SEP-C25,600s
y_to_x,chg_y,chg_x,2,-0.002335671883130952,-1.5441551401907792,0.12255075344607387,6.652686851593387e-46,0.7311948627079237,27,5,7,4,11,cluster_by_day,medium,RATECUT-24SEP18,FEDDECISION-24SEP-C25,600s
y_to_x,chg_y,chg_x,3,-9.699429197908045e-05,-0.0872263693517717,0.9304915795228625,6.652686851593387e-46,0.7311948627079237,27,5,7,4,11,cluster_by_day,medium,RATECUT-24SEP18,FEDDECISION-24SEP-C25,600s
y_to_x,chg_y,chg_x,4,0.00021632508895684632,0.31465017460727357,0.7530272788218968,6.652686851593387e-46,0.7311948627079237,27,5,7,4,11,cluster_by_day,medium,RATECUT-24SEP18,FEDDECISION-24SEP-C25,600s
y_to_x,chg_y,chg_x,5,0.0002199614212925924,0.10741818513848359,0.9144572283220124,6.652686851593387e-46,0.7311948627079237,27,5,7,4,11,cluster_by_day,medium,RATECUT-24SEP18,FEDDECISION-24SEP-C25,600s
y_to_x,chg_y,chg_x,6,-0.001964813122195201,-0.6255401527874335,0.5316166038253087,6.652686851593387e-46,0.7311948627079237,27,5,7,4,11,cluster_by_day,medium,RATECUT-24SEP18,FEDDECISION-24SEP-C25,600s
y_to_x,chg_y,chg_x,7,0.0016417565744219962,0.5022070370316768,0.6155218934270563,6.652686851593387e-46,0.7311948627079237,27,5,7,4,11,cluster_by_day,medium,RATECUT-24SEP18,FEDDECISION-24SEP-C25,600s
