Date,BTC-USD,COIN,CXW,DJT,FXI,GEO,HOOD,ICLN,MSTR,RGR,TAN,XLF
2024-03-27,69455.34375,256.70001220703125,15.649999618530273,66.22000122070312,22.64141273498535,14.210000038146973,20.010000228881836,13.478743553161621,191.91600036621094,44.74272918701172,45.16670227050781,40.47859573364258
2024-03-28,70744.953125,265.1199951171875,15.609999656677246,61.959999084472656,22.88865089416504,14.119999885559082,20.1299991607666,13.469109535217285,170.45599365234375,44.66530990600586,45.14680099487305,40.700843811035156
2024-03-29,69892.828125,,,,,,,,,,,
2024-03-30,69645.3046875,,,,,,,,,,,
2024-03-31,71333.6484375,,,,,,,,,,,
2024-04-01,69702.1484375,252.11000061035156,15.539999961853027,48.65999984741211,23.202455520629883,14.260000228881836,19.40999984741211,13.45947551727295,163.6739959716797,44.326568603515625,44.8482780456543,40.47859573364258
2024-04-02,65446.97265625,245.83999633789062,15.260000228881836,51.599998474121094,23.39263916015625,13.90999984741211,19.200000762939453,13.23788070678711,157.88299560546875,44.33624267578125,43.17654037475586,40.26599884033203
2024-04-03,65980.8125,251.5800018310547,15.380000114440918,48.810001373291016,23.250003814697266,14.0600004196167,19.209999084472656,13.324591636657715,160.61099243164062,44.26850128173828,43.66413116455078,40.246681213378906
2024-04-04,68508.84375,249.61000061035156,15.359999656677246,46.150001525878906,23.126380920410156,14.050000190734863,18.450000762939453,13.314956665039062,161.54200744628906,45.05243682861328,43.504920959472656,39.792518615722656
2024-04-05,67837.640625,240.89999389648438,15.619999885559082,40.59000015258789,23.002763748168945,15.140000343322754,18.399999618530273,13.170439720153809,143.89999389648438,45.12018585205078,42.91781997680664,40.16938018798828
2024-04-06,68896.109375,,,,,,,,,,,
2024-04-07,69362.5546875,,,,,,,,,,,
2024-04-08,71631.359375,256.989990234375,16.09000015258789,37.16999816894531,23.16442108154297,15.930000305175781,18.559999465942383,13.266785621643066,151.2989959716797,46.078338623046875,43.52482223510742,40.34331130981445
